,Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation
111,797673346,casual,low,4.7,free,winter,o-neck,sleevless,natural,cotton,jersey,cascading,solid,1
112,1039982741,casual,average,4.4,m,automn,o-neck,short,empire,polyster,organza,applique,print,0
113,829087315,cute,average,4.8,l,automn,slash-neck,sleevless,natural,sill,chiffon,hollowout,solid,0
114,1032990258,party,average,5.0,m,spring,o-neck,halfsleeve,natural,knitting,terry,sequined,none,1
115,939422280,cute,average,4.3,l,winter,o-neck,sleevless,natural,knitting,chiffon,pearls,solid,0
116,974746803,casual,average,4.5,l,spring,o-neck,short,natural,cotton,chiffon,draped,patchwork,0
117,1018130478,casual,low,4.7,l,automn,o-neck,full,dropped,cotton,chiffon,lace,print,0
118,956758119,casual,low,4.5,free,automn,v-neck,short,natural,silk,worsted,lace,solid,0
119,903426442,sexy,average,3.6,l,winter,v-neck,full,natural,polyster,woolen,beading,solid,1
120,861626197,work,average,4.8,l,winter,v-neck,short,natural,mix,broadcloth,lace,solid,0
121,1077015977,vintage,average,3.2,free,summer,o-neck,sleevless,dropped,acrylic,knitted,sashes,floral,0
122,817870237,sexy,low,4.6,free,spring,o-neck,full,natural,polyster,worsted,lace,leopard,1
123,1078996836,sexy,low,4.3,free,winter,v-neck,sleevless,empire,cotton,chiffon,beading,solid,1
124,881530990,work,average,4.6,l,spring,o-neck,short,empire,cotton,jersey,pockets,patchwork,0
125,937046375,casual,average,4.4,m,summer,o-neck,short,empire,milksilk,terry,lace,patchwork,0
126,870994067,cute,low,4.9,m,automn,o-neck,short,natural,chiffonfabric,chiffon,bow,dot,0
127,893330898,sexy,low,4.6,free,summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,0
128,822053936,party,average,4.4,free,automn,v-neck,threequarter,natural,nylon,lace,tassel,solid,0
129,1059959935,casual,average,4.6,free,spring,o-neck,short,natural,cotton,dobby,lace,character,1
130,1197204708,casual,low,3.7,m,summer,v-neck,full,natural,acrylic,chiffon,lace,solid,0
131,713439584,sexy,average,4.6,m,winter,o-neck,full,natural,polyster,wollen,tassel,patchwork,1
132,732736124,work,average,4.6,m,spring,v-neck,full,natural,shiffon,chiffon,bow,character,0
133,709353440,cute,average,4.7,l,winter,o-neck,sleevless,natural,chiffonfabric,poplin,lace,solid,0
134,1031230798,bohemian,average,4.7,l,automn,o-neck,sleevless,natural,cashmere,chiffon,tassel,solid,0
135,1225512606,cute,high,4.5,m,winter,o-neck,threequarter,empire,silk,chiffon,lace,patchwork,0
136,1158347154,casual,average,3.5,xl,winter,o-neck,short,empire,polyster,dobby,button,solid,0
137,976975672,novelty,average,4.9,l,automn,o-neck,short,natural,polyster,chiffon,pleat,print,1
138,520233308,casual,low,4.7,m,automn,o-neck,full,dropped,cotton,tulle,cascading,solid,0
139,935827969,cute,average,4.3,free,summer,boat-neck,sleevless,natural,linen,organza,pockets,leapord,1
140,1130624045,sexy,low,4.5,free,automn,slash-neck,short,empire,wool,satin,hollowout,solid,0
141,547555172,cute,low,4.7,xl,summer,o-neck,short,empire,chiffonfabric,chiffon,bow,print,0
142,1083323104,sexy,low,4.5,l,spring,o-neck,sleevless,empire,lycra,knitted,lace,solid,0
143,955188745,casual,average,4.7,m,automn,o-neck,sleevless,empire,cotton,sattin,rivet,animal,1
144,1140306858,casual,average,4.7,l,spring,boat-neck,sleevless,natural,cotton,poplin,lace,solid,1
145,895807023,cute,low,4.7,free,summer,o-neck,sleevless,natural,nylon,chiffon,button,print,1
146,818505402,casual,low,4.4,free,summer,turndowncollor,sleevless,natural,cotton,wollen,pockets,solid,0
147,897981100,casual,average,4.8,l,winter,v-neck,short,empire,polyster,sattin,ruffles,solid,0
148,973481686,vintage,average,4.3,free,winter,o-neck,short,empire,chiffonfabric,chiffon,ruched,print,0
149,1021375534,cute,low,4.5,l,summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,1
150,549437715,casual,average,4.4,m,summer,turndowncollor,sleevless,natural,chiffonfabric,chiffon,ruched,solid,0
151,1097548715,vintage,medium,3.6,s,winter,turndowncollor,halfsleeve,natural,cotton,broadcloth,ruffles,plaid,0
152,578702321,sexy,low,4.7,free,summer,turndowncollor,sleevless,natural,cotton,tulle,tassel,solid,1
153,1155548915,vintage,high,3.7,l,summer,o-neck,short,natural,cotton,woolen,beading,print,0
154,1199064757,casual,low,4.8,free,spring,v-neck,threequarter,dropped,silk,jersey,lace,striped,1
155,1078994436,sexy,average,4.1,s,automn,slash-neck,short,natural,cashmere,flannael,lace,solid,0
156,949226757,casual,low,3.1,free,spring,o-neck,short,natural,mix,flannael,hollowout,solid,0
157,832191944,cute,medium,5.0,free,winter,o-neck,sleevless,natural,silk,lace,lace,solid,1
158,869572905,casual,low,4.7,free,summer,o-neck,sleevless,natural,modal,sattin,embroidary,print,0
159,896048351,sexy,low,4.8,free,spring,v-neck,sleevless,empire,cotton,jersey,sequined,solid,1
160,854444464,casual,average,4.5,l,winter,o-neck,short,natural,cotton,corduroy,bow,patchwork,0
161,1246749980,vintage,average,3.3,s,spring,o-neck,full,natural,mix,chiffon,embroidary,print,0
162,849613634,casual,average,3.7,free,automn,boat-neck,full,princess,model,jersey,lace,solid,1
163,1019768234,vintage,average,4.8,l,winter,o-neck,sleevless,natural,cotton,lace,ruffles,patchwork,0
164,785830491,cute,average,3.9,xl,spring,boat-neck,full,natural,cotton,worsted,applique,dot,1
165,832391864,casual,average,3.5,l,winter,open,short,natural,mix,poplin,applique,solid,1
166,1069595866,sexy,medium,5.0,m,winter,o-neck,sleevless,empire,polyster,dobby,bow,solid,0
167,733715437,brief,average,4.9,free,summer,slash-neck,sleevless,natural,other,organza,pearls,solid,0
168,828949946,casual,high,4.9,s,spring,o-neck,threequarter,natural,shiffon,jersey,lace,dot,1
169,765264430,brief,average,4.6,free,winter,o-neck,full,natural,mix,satin,sashes,solid,0
170,722020708,casual,low,4.5,free,winter,o-neck,full,natural,mix,worsted,applique,solid,0
171,980295760,casual,low,4.8,xl,summer,o-neck,short,empire,mix,chiffon,sashes,geometric,0
172,913978120,sexy,medium,4.6,l,summer,o-neck,short,natural,spandex,jersey,lace,solid,0
173,1062354779,casual,average,4.5,m,winter,v-neck,sleevless,natural,microfiber,chiffon,button,striped,0
174,1051749304,work,average,3.9,s,automn,o-neck,sleevless,natural,linen,flannel,embroidary,patchwork,0
175,1206128856,casual,low,4.3,l,winter,o-neck,sleevless,empire,polyster,woolen,rivet,leopard,0
176,956453735,cute,low,5.0,l,winter,o-neck,threequarter,natural,silk,chiffon,sashes,print,0
177,767971724,brief,average,4.3,m,spring,o-neck,full,natural,mix,worsted,sequined,patchwork,1
178,722565148,sexy,low,4.4,free,automn,o-neck,full,empire,cotton,flannel,rivet,leopard,0
179,1167448608,cute,low,4.7,free,summer,peterpan-collor,short,empire,cotton,broadcloth,applique,print,0
180,549159213,casual,average,4.5,free,summer,o-neck,short,natural,cotton,shiffon,bow,solid,1
181,940918554,sexy,low,4.7,m,winter,slash-neck,sleevless,empire,nylon,dobby,sashes,solid,1
182,522776523,casual,low,4.7,free,spring,o-neck,sleevless,empire,cotton,chiffon,cascading,floral,0
183,658650071,casual,medium,4.8,m,winter,peterpan-collor,short,natural,polyster,chiffon,lace,patchwork,0
184,560474456,sexy,low,4.3,free,winter,v-neck,sleevless,natural,silk,worsted,lace,solid,1
185,1150052066,bohemian,average,3.4,l,winter,turndowncollor,full,natural,mix,flannel,pearls,solid,0
186,929797706,casual,low,4.8,free,nan,o-neck,full,natural,cotton,knitted,beading,patchwork,0
187,886351969,cute,medium,4.8,free,spring,slash-neck,sleevless,natural,polyster,chiffon,sashes,solid,1
188,1071947910,sexy,average,4.1,s,automn,v-neck,sleevless,empire,cotton,knitting,beading,solid,0
189,813753347,casual,low,4.6,s,spring,o-neck,full,natural,cotton,woolen,rivet,solid,1
190,733134203,vintage,medium,4.7,free,spring,turndowncollor,sleevless,natural,mix,flannel,lace,solid,1
191,851256794,work,low,4.7,free,summer,o-neck,full,empire,cotton,corduroy,pockets,solid,0
192,751049573,cute,average,4.8,m,summer,o-neck,short,natural,cotton,knitted,rivet,solid,0
193,882490248,cute,average,3.6,m,summer,o-neck,short,natural,cotton,chiffon,embroidary,print,0
194,541172235,casual,average,4.7,m,winter,o-neck,full,empire,rayon,satin,beading,animal,0
195,727676110,casual,low,4.6,free,winter,o-neck,full,natural,polyster,sattin,applique,solid,1
196,891631697,party,average,5.0,free,summer,v-neck,sleevless,natural,knitting,dobby,beading,leapord,0
197,1059306768,casual,average,3.0,free,summer,v-neck,sleevless,natural,cotton,chiffon,lace,patchwork,0
198,764321904,sexy,average,5.0,l,winter,o-neck,threequarter,natural,polyster,woolen,lace,geometric,0
199,902108125,sexy,average,4.8,free,winter,o-neck,sleevless,natural,polyster,woolen,embroidary,solid,0
200,874397327,casual,average,4.7,s,summer,v-neck,short,natural,cotton,other,pleat,dot,0
201,861698160,casual,average,4.1,m,automn,v-neck,full,princess,model,chiffon,sashes,dot,1
202,981437831,casual,average,5.0,xl,automn,o-neck,short,natural,chiffonfabric,chiffon,button,splice,0
203,1036456647,sexy,average,5.0,m,summer,v-neck,sleevless,empire,cotton,flannel,sequined,solid,1
204,951280194,work,average,4.6,l,summer,slash-neck,short,natural,cotton,woolen,pockets,solid,0
205,1079373429,casual,average,4.5,m,summer,peterpan-collor,sleevless,dropped,chiffonfabric,batik,pearls,patchwork,0
206,747381880,vintage,average,4.5,l,automn,o-neck,sleevless,empire,acrylic,worsted,feathers,solid,0
207,1099363892,casual,average,4.7,m,summer,o-neck,threequarter,natural,nylon,broadcloth,none,solid,1
208,941333009,cute,average,4.7,l,summer,o-neck,sleevless,natural,cotton,worsted,tassel,print,0
209,819651586,bohemian,low,4.7,free,winter,o-neck,short,natural,nylon,worsted,sashes,print,0
210,1043590098,casual,low,5.0,free,spring,slash-neck,sleevless,empire,spandex,batik,plain,striped,1
211,1091666465,casual,average,5.0,m,winter,o-neck,sleevless,natural,other,chiffon,sashes,solid,1
212,863336720,casual,average,4.3,free,summer,o-neck,sleevless,natural,cotton,worsted,applique,striped,0
213,771972560,work,low,4.5,m,winter,v-neck,threequarter,empire,polyster,flannael,lace,patchwork,0
214,756492184,casual,average,4.3,s,spring,boat-neck,full,natural,cotton,corduroy,lace,patchwork,1
215,1097157656,casual,average,4.4,l,automn,o-neck,halfsleeve,natural,polyster,dobby,lace,animal,0
216,573923366,sexy,low,4.3,m,automn,open,short,natural,lace,corduroy,lace,print,0
217,756620535,casual,low,4.6,free,summer,o-neck,full,natural,cotton,worsted,lace,solid,1
218,765350508,casual,low,4.6,l,winter,o-neck,full,natural,cotton,flannel,tiered,animal,0
219,968294356,casual,average,4.6,m,spring,o-neck,sleevless,natural,nylon,chiffon,sashes,solid,1
220,1017678811,casual,low,3.8,free,automn,peterpan-collor,threequarter,empire,cashmere,wollen,beading,animal,0
221,933231033,casual,average,4.7,s,spring,o-neck,halfsleeve,empire,knitting,chiffon,ruffles,animal,1
222,1199765487,casual,average,3.7,s,summer,o-neck,sleevless,empire,cotton,batik,applique,solid,0
223,965817793,casual,low,4.8,free,summer,o-neck,sleevless,natural,cotton,chiffon,pearls,print,1
224,1074432879,casual,average,5.0,s,winter,o-neck,sleevless,empire,polyster,chiffon,feathers,plaid,0
225,1132858821,sexy,very-high,3.0,free,winter,v-neck,sleevless,natural,polyster,knitting,crystal,solid,0
226,905732124,casual,low,4.4,free,summer,o-neck,sleevless,natural,polyster,tulle,sashes,print,0
227,711045472,casual,average,4.8,m,automn,v-neck,short,princess,lace,chiffon,embroidary,print,1
228,923983419,casual,average,5.0,free,summer,v-neck,sleevless,princess,modal,terry,ruffles,patchwork,0
229,733025646,sexy,low,4.8,m,automn,v-neck,full,natural,cotton,organza,pockets,print,1
230,720099861,casual,average,4.6,free,winter,v-neck,full,natural,cotton,flannel,sashes,striped,0
231,923915314,casual,average,4.6,m,winter,v-neck,full,natural,chiffonfabric,chiffon,lace,dot,0
232,1077555214,casual,low,5.0,s,spring,o-neck,sleevless,natural,chiffonfabric,woolen,bow,print,0
233,1216538883,cute,average,4.3,m,winter,o-neck,short,natural,polyster,chiffon,sashes,solid,0
234,531254082,casual,low,4.8,free,spring,o-neck,sleevless,empire,chiffonfabric,chiffon,pockets,print,1
235,890279029,casual,average,4.6,m,automn,o-neck,short,empire,polyster,sattin,applique,dot,0
236,995964089,bohemian,average,5.0,m,spring,slash-neck,sleevless,empire,milksilk,chiffon,ruffles,solid,1
237,868453353,casual,low,4.9,free,winter,o-neck,sleevless,empire,silk,other,sashes,print,1
238,1024954013,casual,average,4.7,l,summer,o-neck,sleevless,natural,silk,chiffon,beading,solid,0
239,685606338,casual,medium,4.6,m,winter,o-neck,full,natural,cashmere,batik,crystal,solid,1
240,877962269,casual,average,4.7,m,winter,v-neck,sleevless,empire,polyster,chiffon,applique,print,0
241,995644296,sexy,average,4.7,m,winter,v-neck,sleevless,natural,polyster,broadcloth,pockets,patchwork,0
242,1066273951,casual,average,3.5,m,winter,v-neck,short,natural,modal,chiffon,sashes,solid,0
243,822176645,casual,average,4.8,m,winter,o-neck,threequarter,natural,acrylic,wollen,lace,print,1
244,659466129,casual,average,3.0,m,winter,o-neck,full,natural,cotton,jersey,feathers,solid,1
245,694493217,casual,low,4.6,m,summer,o-neck,sleevless,natural,cotton,dobby,sashes,striped,0
246,793162246,casual,average,4.7,l,spring,v-neck,halfsleeve,natural,acrylic,broadcloth,cascading,print,1
247,817945281,casual,low,4.5,free,summer,o-neck,full,natural,cotton,wollen,button,solid,0
248,920902282,casual,average,4.7,m,summer,o-neck,sleevless,natural,polyster,knitted,rivet,character,0
249,727820291,casual,low,4.5,m,winter,o-neck,short,natural,chiffonfabric,chiffon,beading,solid,0
250,699738864,casual,low,4.7,s,summer,o-neck,full,natural,cotton,organza,pleat,patchwork,0
251,1197211965,cute,low,3.5,free,summer,boat-neck,sleevless,dropped,cotton,flannel,tassel,print,0
252,682561447,party,very-high,5.0,m,spring,slash-neck,sleevless,natural,chiffonfabric,chiffon,flowers,leopard,1
253,999081623,casual,average,4.9,m,automn,v-neck,sleevless,empire,polyster,worsted,pleat,patchwork,1
254,1108613896,party,very-high,4.6,l,winter,v-neck,sleevless,natural,polyster,tulle,beading,character,0
255,1054555186,party,very-high,4.6,m,winter,v-neck,cap-sleeves,natural,lycra,chiffon,lace,leopard,0
256,915238287,casual,low,4.4,m,winter,v-neck,turndowncollor,empire,cotton,knitting,pockets,patchwork,1
257,1107279894,party,very-high,4.2,m,spring,v-neck,threequater,natural,lycra,sattin,applique,patchwork,1
258,1163040038,party,high,3.3,m,winter,sweetheart,sleevless,natural,milksilk,knitting,pearls,animal,0
259,1091877430,party,high,3.9,m,spring,sweetheart,sleevless,natural,nylon,corduroy,button,patchwork,0
260,1053467336,party,average,5.0,m,winter,o-neck,capsleeves,empire,polyster,corduroy,lace,striped,1
261,609889168,party,high,4.7,m,winter,sweetheart,sleeveless,natural,viscos,chiffon,flowers,striped,0
262,662727740,party,nan,4.8,free,winter,o-neck,sleevless,empire,knitting,organza,embroidary,print,1
263,1090993173,party,nan,4.5,l,summer,nan,full,nan,nan,nan,nan,nan,1
264,963684109,party,very-high,4.9,m,spring,sweetheart,sleeevless,empire,wool,chiffon,beading,animal,1
265,619817668,party,high,4.6,m,winter,sweetheart,sleevless,natural,shiffon,chiffon,rivet,print,0
266,1066740059,party,average,5.0,m,spring,sweetheart,sleevless,natural,polyster,tulle,ruffles,leapord,1
267,732184480,party,very-high,4.8,l,spring,sweetheart,sleevless,empire,microfiber,organza,beading,animal,1
268,1044683061,party,very-high,3.4,m,winter,sweetheart,sleevless,natural,polyster,chiffon,beading,patchwork,1
269,579010251,party,high,4.6,l,spring,slash-neck,sleevless,empire,silk,chiffon,beading,animal,0
270,751364623,party,average,4.8,l,nan,sweetheart,sleevless,empire,silk,flannel,pleat,solid,1
271,898316819,party,medium,4.6,s,winter,scoop,short,empire,cotton,tulle,crystal,splice,0
272,622667306,party,very-high,4.9,m,spring,sweetheart,sleevless,natural,silk,chiffon,beading,leopard,1
273,809344968,party,medium,4.8,s,spring,v-neck,sleevless,empire,other,batik,bow,patchwork,1
274,754138176,party,very-high,4.2,l,winter,v-neck,sleevless,natural,modal,shiffon,lace,none,1
275,674192921,casual,low,4.4,free,summer,o-neck,sleevless,princess,knitting,lace,none,striped,1
276,726446177,party,very-high,4.1,m,winter,scoop,short,natural,cotton,lace,applique,striped,1
