,Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation
89,850586379,brief,average,4.6,m,winter,peterpan-collor,threequarter,null,cotton,null,null,solid,0
90,1169895668,casual,average,0.0,l,spring,boat-neck,sleevless,natural,cotton,null,applique,patchwork,1
91,688966772,casual,average,4.8,l,winter,o-neck,short,natural,cotton,null,pockets,solid,1
92,1194626925,ol,medium,0.0,m,winter,mandarin-collor,halfsleeve,natural,cotton,null,sashes,solid,0
93,876708804,sexy,low,4.8,m,spring,o-neck,halfsleeve,natural,silk,null,null,solid,0
94,1118628066,casual,medium,0.0,s,spring,v-neck,full,null,null,null,null,animal,1
95,1027818824,casual,medium,0.0,m,spring,v-neck,threequarter,natural,silk,chiffon,ruffles,solid,1
96,891103323,casual,average,0.0,m,spring,o-neck,sleevless,natural,silk,null,null,print,0
97,1166855026,casual,average,0.0,free,winter,v-neck,full,natural,null,chiffon,ruffles,print,0
98,1023850025,vintage,low,4.8,s,summer,o-neck,short,natural,null,chiffon,ruffles,print,0
99,805438829,sexy,low,4.8,l,summer,v-neck,full,natural,cotton,jersey,applique,print,1
100,836788720,fashion,average,4.0,free,summer,open,full,null,cotton,null,sequined,solid,0
101,835787654,casual,average,4.7,l,summer,v-neck,short,natural,null,null,null,print,1
102,1148457078,casual,low,0.0,free,winter,o-neck,halfsleeve,natural,polyster,worsted,null,patchwork,1
103,887476609,bohemian,low,4.8,free,summer,o-neck,short,null,null,null,null,animal,1
104,535968075,work,medium,4.6,l,winter,sqare-collor,short,empire,cotton,null,tiered,solid,0
105,892801580,vintage,average,4.7,l,summer,o-neck,short,natural,cotton,null,button,solid,0
106,732650169,cute,low,4.7,m,spring,o-neck,short,empire,polyster,chiffon,ruffles,dot,1
107,680070369,casual,low,4.6,free,automn,o-neck,full,natural,cotton,null,null,solid,1
108,1002440915,casual,medium,0.0,free,spring,o-neck,sleevless,natural,cotton,broadcloth,sequined,solid,1
109,737538048,casual,average,4.7,l,automn,o-neck,halfsleeve,null,null,null,lace,null,0
110,1104450248,sexy,average,0.0,l,automn,v-neck,sleevless,empire,null,chiffon,null,patchwork,0
111,797673346,casual,low,4.7,free,winter,o-neck,sleevless,natural,cotton,jersey,null,solid,1
112,1039982741,casual,average,0.0,m,automn,o-neck,short,empire,polyster,null,applique,print,0
113,829087315,cute,average,4.8,l,automn,slash-neck,sleevless,natural,null,chiffon,hollowout,solid,0
114,1032990258,party,average,5.0,m,spring,o-neck,halfsleeve,natural,null,null,null,null,1
115,939422280,cute,average,4.3,l,winter,o-neck,sleevless,natural,null,chiffon,null,solid,0
116,974746803,casual,average,4.5,l,spring,o-neck,short,natural,cotton,chiffon,null,patchwork,0
117,1018130478,casual,low,4.7,l,automn,o-neck,full,null,cotton,chiffon,lace,print,0
118,956758119,casual,low,4.5,free,automn,v-neck,short,natural,silk,worsted,lace,solid,0
119,903426442,sexy,average,3.6,l,winter,v-neck,full,natural,polyster,woolen,beading,solid,1
120,861626197,work,average,4.8,l,winter,v-neck,short,natural,mix,broadcloth,lace,solid,0
121,1077015977,vintage,average,0.0,free,summer,o-neck,sleevless,null,null,null,null,null,0
122,817870237,sexy,low,4.6,free,spring,o-neck,full,natural,null,null,lace,leopard,1
123,1078996836,sexy,low,0.0,free,winter,v-neck,sleevless,empire,cotton,chiffon,null,solid,1
124,881530990,work,average,4.6,l,spring,o-neck,short,empire,cotton,jersey,null,patchwork,0
125,937046375,casual,average,4.4,m,summer,o-neck,short,empire,null,null,lace,patchwork,0
126,870994067,cute,low,4.9,m,automn,o-neck,short,natural,chiffonfabric,chiffon,bow,dot,0
127,893330898,sexy,low,4.6,free,summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,0
128,822053936,party,average,4.4,free,automn,v-neck,threequarter,natural,null,null,null,solid,0
129,1059959935,casual,average,0.0,free,spring,o-neck,short,null,cotton,null,lace,null,1
130,1197204708,casual,low,0.0,m,summer,v-neck,full,natural,acrylic,null,lace,solid,0
131,713439584,sexy,average,4.6,m,winter,o-neck,full,natural,polyster,null,null,patchwork,1
132,732736124,work,average,4.6,m,spring,v-neck,full,null,null,chiffon,null,null,0
133,709353440,cute,average,4.7,l,winter,o-neck,sleevless,natural,chiffonfabric,null,lace,solid,0
134,1031230798,bohemian,average,4.7,l,automn,o-neck,sleevless,natural,null,chiffon,null,solid,0
135,1225512606,cute,high,0.0,m,winter,o-neck,threequarter,empire,silk,chiffon,lace,patchwork,0
136,1158347154,casual,average,0.0,xl,winter,o-neck,short,empire,polyster,null,button,solid,0
137,976975672,novelty,average,4.9,l,automn,o-neck,short,natural,polyster,chiffon,null,print,1
138,520233308,casual,low,4.7,m,automn,o-neck,full,null,cotton,null,null,solid,0
139,935827969,cute,average,4.3,free,summer,boat-neck,sleevless,null,null,null,null,null,1
140,1130624045,sexy,low,0.0,free,automn,slash-neck,short,empire,null,null,hollowout,solid,0
141,547555172,cute,low,4.7,xl,summer,o-neck,short,empire,chiffonfabric,chiffon,bow,print,0
142,1083323104,sexy,low,4.5,l,spring,o-neck,sleevless,null,null,null,lace,solid,0
143,955188745,casual,average,4.7,m,automn,o-neck,sleevless,null,cotton,null,null,animal,1
144,1140306858,casual,average,0.0,l,spring,boat-neck,sleevless,natural,cotton,null,lace,solid,1
145,895807023,cute,low,4.7,free,summer,o-neck,sleevless,null,null,chiffon,null,print,1
146,818505402,casual,low,4.4,free,summer,turndowncollor,sleevless,natural,cotton,null,null,solid,0
147,897981100,casual,average,4.8,l,winter,v-neck,short,empire,polyster,null,ruffles,solid,0
148,973481686,vintage,average,4.3,free,winter,o-neck,short,null,chiffonfabric,chiffon,null,print,0
149,1021375534,cute,low,4.5,l,summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,1
150,549437715,casual,average,4.4,m,summer,turndowncollor,sleevless,natural,chiffonfabric,chiffon,null,solid,0
151,1097548715,vintage,medium,0.0,s,winter,turndowncollor,halfsleeve,natural,cotton,broadcloth,null,plaid,0
152,578702321,sexy,low,4.7,free,summer,turndowncollor,sleevless,natural,cotton,null,null,solid,1
153,1155548915,vintage,high,0.0,l,summer,o-neck,short,natural,cotton,null,null,print,0
154,1199064757,casual,low,0.0,free,spring,v-neck,threequarter,null,silk,null,lace,null,1
155,1078994436,sexy,average,0.0,s,automn,slash-neck,short,natural,null,null,lace,solid,0
156,949226757,casual,low,0.0,free,spring,o-neck,short,natural,null,null,hollowout,solid,0
157,832191944,cute,medium,5.0,free,winter,o-neck,sleevless,natural,silk,null,lace,solid,1
158,869572905,casual,low,4.7,free,summer,o-neck,sleevless,null,null,null,null,print,0
159,896048351,sexy,low,4.8,free,spring,v-neck,sleevless,null,null,null,sequined,solid,1
160,854444464,casual,average,4.5,l,winter,o-neck,short,natural,cotton,null,bow,patchwork,0
161,1246749980,vintage,average,0.0,s,spring,o-neck,full,natural,mix,chiffon,embroidary,print,0
162,849613634,casual,average,3.7,free,automn,boat-neck,full,null,null,null,null,solid,1
163,1019768234,vintage,average,4.8,l,winter,o-neck,sleevless,natural,cotton,null,null,patchwork,0
164,785830491,cute,average,0.0,xl,spring,boat-neck,full,null,cotton,worsted,applique,dot,1
165,832391864,casual,average,0.0,l,winter,open,short,natural,mix,poplin,applique,solid,1
166,1069595866,sexy,medium,5.0,m,winter,o-neck,sleevless,empire,polyster,null,bow,solid,0
167,733715437,brief,average,4.9,free,summer,slash-neck,sleevless,natural,null,null,null,solid,0
168,828949946,casual,high,4.9,s,spring,o-neck,threequarter,natural,null,null,null,dot,1
169,765264430,brief,average,4.6,free,winter,o-neck,full,natural,mix,null,sashes,solid,0
170,722020708,casual,low,4.5,free,winter,o-neck,full,natural,mix,worsted,applique,solid,0
171,980295760,casual,low,4.8,xl,summer,o-neck,short,empire,mix,chiffon,sashes,geometric,0
172,913978120,sexy,medium,4.6,l,summer,o-neck,short,natural,spandex,jersey,lace,solid,0
173,1062354779,casual,average,4.5,m,winter,v-neck,sleevless,natural,null,chiffon,button,striped,0
174,1051749304,work,average,0.0,s,automn,o-neck,sleevless,natural,linen,null,null,patchwork,0
175,1206128856,casual,low,0.0,l,winter,o-neck,sleevless,empire,polyster,null,null,leopard,0
176,956453735,cute,low,5.0,l,winter,o-neck,threequarter,natural,silk,chiffon,sashes,print,0
177,767971724,brief,average,4.3,m,spring,o-neck,full,natural,mix,worsted,sequined,patchwork,1
178,722565148,sexy,low,4.4,free,automn,o-neck,full,empire,cotton,null,null,leopard,0
179,1167448608,cute,low,0.0,free,summer,peterpan-collor,short,empire,cotton,broadcloth,applique,print,0
180,549159213,casual,average,4.5,free,summer,o-neck,short,natural,cotton,null,null,solid,1
181,940918554,sexy,low,4.7,m,winter,slash-neck,sleevless,null,nylon,null,sashes,solid,1
182,522776523,casual,low,4.7,free,spring,o-neck,sleevless,empire,cotton,chiffon,null,floral,0
183,658650071,casual,medium,4.8,m,winter,peterpan-collor,short,natural,polyster,chiffon,lace,patchwork,0
184,560474456,sexy,low,4.3,free,winter,v-neck,sleevless,natural,silk,worsted,lace,solid,1
185,1150052066,bohemian,average,0.0,l,winter,turndowncollor,full,natural,mix,null,null,solid,0
186,929797706,casual,low,0.0,free,nan,o-neck,full,natural,cotton,null,null,patchwork,0
187,886351969,cute,medium,4.8,free,spring,slash-neck,sleevless,natural,polyster,chiffon,sashes,solid,1
188,1071947910,sexy,average,0.0,s,automn,v-neck,sleevless,empire,cotton,null,beading,solid,0
189,813753347,casual,low,4.6,s,spring,o-neck,full,natural,cotton,null,null,solid,1
190,733134203,vintage,medium,4.7,free,spring,turndowncollor,sleevless,natural,mix,null,lace,solid,1
191,851256794,work,low,4.7,free,summer,o-neck,full,empire,cotton,null,null,solid,0
192,751049573,cute,average,4.8,m,summer,o-neck,short,natural,cotton,null,rivet,solid,0
193,882490248,cute,average,0.0,m,summer,o-neck,short,natural,cotton,chiffon,null,print,0
194,541172235,casual,average,4.7,m,winter,o-neck,full,null,null,null,null,animal,0
195,727676110,casual,low,4.6,free,winter,o-neck,full,natural,polyster,null,applique,solid,1
196,891631697,party,average,5.0,free,summer,v-neck,sleevless,null,null,null,null,null,0
197,1059306768,casual,average,0.0,free,summer,v-neck,sleevless,natural,cotton,chiffon,null,patchwork,0
198,764321904,sexy,average,5.0,l,winter,o-neck,threequarter,natural,polyster,null,lace,geometric,0
199,902108125,sexy,average,4.8,free,winter,o-neck,sleevless,natural,polyster,null,embroidary,solid,0
200,874397327,casual,average,4.7,s,summer,v-neck,short,natural,cotton,null,null,dot,0
201,861698160,casual,average,4.1,m,automn,v-neck,full,null,null,chiffon,sashes,null,1
202,981437831,casual,average,5.0,xl,automn,o-neck,short,natural,chiffonfabric,chiffon,null,null,0
203,1036456647,sexy,average,5.0,m,summer,v-neck,sleevless,empire,cotton,null,sequined,solid,1
204,951280194,work,average,4.6,l,summer,slash-neck,short,natural,cotton,null,null,solid,0
205,1079373429,casual,average,4.5,m,summer,peterpan-collor,sleevless,null,null,null,null,null,0
206,747381880,vintage,average,4.5,l,automn,o-neck,sleevless,empire,null,worsted,null,solid,0
207,1099363892,casual,average,0.0,m,summer,o-neck,threequarter,natural,nylon,broadcloth,null,solid,1
208,941333009,cute,average,4.7,l,summer,o-neck,sleevless,natural,cotton,worsted,null,print,0
209,819651586,bohemian,low,4.7,free,winter,o-neck,short,natural,nylon,null,sashes,print,0
210,1043590098,casual,low,5.0,free,spring,slash-neck,sleevless,empire,spandex,null,null,striped,1
211,1091666465,casual,average,5.0,m,winter,o-neck,sleevless,natural,null,chiffon,sashes,solid,1
212,863336720,casual,average,4.3,free,summer,o-neck,sleevless,natural,cotton,worsted,null,striped,0
213,771972560,work,low,4.5,m,winter,v-neck,threequarter,null,null,null,null,patchwork,0
214,756492184,casual,average,4.3,s,spring,boat-neck,full,natural,cotton,null,lace,patchwork,1
215,1097157656,casual,average,4.4,l,automn,o-neck,halfsleeve,natural,null,dobby,lace,animal,0
216,573923366,sexy,low,4.3,m,automn,open,short,natural,lace,null,lace,print,0
217,756620535,casual,low,4.6,free,summer,o-neck,full,natural,cotton,worsted,lace,solid,1
218,765350508,casual,low,4.6,l,winter,o-neck,full,null,cotton,null,null,null,0
219,968294356,casual,average,4.6,m,spring,o-neck,sleevless,natural,null,chiffon,sashes,solid,1
220,1017678811,casual,low,0.0,free,automn,peterpan-collor,threequarter,empire,null,null,null,null,0
221,933231033,casual,average,4.7,s,spring,o-neck,halfsleeve,empire,null,chiffon,null,null,1
222,1199765487,casual,average,0.0,s,summer,o-neck,sleevless,empire,cotton,null,null,solid,0
223,965817793,casual,low,4.8,free,summer,o-neck,sleevless,natural,cotton,null,null,print,1
224,1074432879,casual,average,5.0,s,winter,o-neck,sleevless,empire,polyster,chiffon,null,plaid,0
225,1132858821,sexy,very-high,0.0,free,winter,v-neck,sleevless,natural,polyster,knitting,null,solid,0
226,905732124,casual,low,4.4,free,summer,o-neck,sleevless,natural,polyster,null,sashes,print,0
227,711045472,casual,average,4.8,m,automn,v-neck,short,null,null,chiffon,embroidary,print,1
228,923983419,casual,average,5.0,free,summer,v-neck,sleevless,null,modal,null,null,patchwork,0
229,733025646,sexy,low,4.8,m,automn,v-neck,full,natural,cotton,null,null,print,1
230,720099861,casual,average,4.6,free,winter,v-neck,full,natural,cotton,flannel,null,striped,0
231,923915314,casual,average,4.6,m,winter,v-neck,full,natural,chiffonfabric,chiffon,null,null,0
232,1077555214,casual,low,5.0,s,spring,o-neck,sleevless,natural,chiffonfabric,null,null,print,0
233,1216538883,cute,average,0.0,m,winter,o-neck,short,natural,polyster,chiffon,sashes,solid,0
234,531254082,casual,low,4.8,free,spring,o-neck,sleevless,null,chiffonfabric,chiffon,null,print,1
235,890279029,casual,average,4.6,m,automn,o-neck,short,empire,polyster,null,applique,dot,0
236,995964089,bohemian,average,5.0,m,spring,slash-neck,sleevless,empire,null,chiffon,ruffles,solid,1
237,868453353,casual,low,4.9,free,winter,o-neck,sleevless,empire,silk,null,sashes,print,1
238,1024954013,casual,average,4.7,l,summer,o-neck,sleevless,natural,silk,chiffon,beading,solid,0
239,685606338,casual,medium,4.6,m,winter,o-neck,full,natural,cashmere,null,null,solid,1
240,877962269,casual,average,4.7,m,winter,v-neck,sleevless,empire,polyster,chiffon,applique,print,0
241,995644296,sexy,average,4.7,m,winter,v-neck,sleevless,natural,polyster,broadcloth,null,patchwork,0
242,1066273951,casual,average,3.5,m,winter,v-neck,short,natural,null,null,null,solid,0
243,822176645,casual,average,4.8,m,winter,o-neck,threequarter,natural,null,null,null,print,1
244,659466129,casual,average,0.0,m,winter,o-neck,full,natural,cotton,jersey,feathers,solid,1
245,694493217,casual,low,4.6,m,summer,o-neck,sleevless,natural,cotton,null,sashes,striped,0
246,793162246,casual,average,4.7,l,spring,v-neck,halfsleeve,natural,null,broadcloth,null,print,1
247,817945281,casual,low,4.5,free,summer,o-neck,full,natural,cotton,null,button,solid,0
248,920902282,casual,average,4.7,m,summer,o-neck,sleevless,natural,polyster,null,null,character,0
249,727820291,casual,low,4.5,m,winter,o-neck,short,natural,chiffonfabric,chiffon,null,solid,0
250,699738864,casual,low,4.7,s,summer,o-neck,full,natural,cotton,null,null,patchwork,0
251,1197211965,cute,low,0.0,free,summer,boat-neck,sleevless,null,cotton,null,null,print,0
252,682561447,party,very-high,5.0,m,spring,slash-neck,sleevless,natural,chiffonfabric,chiffon,flowers,null,1
253,999081623,casual,average,4.9,m,automn,v-neck,sleevless,null,polyster,null,null,null,1
254,1108613896,party,very-high,0.0,l,winter,v-neck,sleevless,natural,polyster,tulle,beading,null,0
255,1054555186,party,very-high,0.0,m,winter,v-neck,cap-sleeves,null,null,chiffon,lace,null,0
256,915238287,casual,low,4.4,m,winter,v-neck,turndowncollor,null,cotton,null,null,null,1
257,1107279894,party,very-high,0.0,m,spring,v-neck,threequater,natural,lycra,sattin,applique,null,1
258,1163040038,party,high,0.0,m,winter,sweetheart,sleevless,natural,null,null,pearls,null,0
259,1091877430,party,high,0.0,m,spring,sweetheart,sleevless,null,nylon,null,null,null,0
260,1053467336,party,average,5.0,m,winter,o-neck,capsleeves,empire,polyster,null,lace,null,1
261,609889168,party,high,4.7,m,winter,sweetheart,sleeveless,natural,null,chiffon,flowers,null,0
262,662727740,party,nan,4.8,free,winter,o-neck,sleevless,empire,null,null,embroidary,null,1
263,1090993173,party,nan,4.5,l,summer,nan,full,nan,nan,nan,nan,nan,1
264,963684109,party,very-high,4.9,m,spring,sweetheart,sleeevless,empire,null,chiffon,beading,null,1
265,619817668,party,high,4.6,m,winter,sweetheart,sleevless,natural,null,chiffon,null,null,0
266,1066740059,party,average,5.0,m,spring,sweetheart,sleevless,natural,polyster,null,null,null,1
267,732184480,party,very-high,4.8,l,spring,sweetheart,sleevless,empire,microfiber,organza,beading,null,1
268,1044683061,party,very-high,0.0,m,winter,sweetheart,sleevless,natural,polyster,chiffon,beading,null,1
269,579010251,party,high,4.6,l,spring,slash-neck,sleevless,empire,silk,chiffon,beading,null,0
270,751364623,party,average,4.8,l,nan,sweetheart,sleevless,empire,null,null,pleat,null,1
271,898316819,party,medium,4.6,s,winter,scoop,short,empire,null,null,crystal,null,0
272,622667306,party,very-high,4.9,m,spring,sweetheart,sleevless,natural,silk,chiffon,beading,null,1
273,809344968,party,medium,4.8,s,spring,v-neck,sleevless,empire,null,null,null,null,1
274,754138176,party,very-high,4.2,l,winter,v-neck,sleevless,null,null,null,lace,null,1
275,674192921,casual,low,4.4,free,summer,o-neck,sleevless,null,null,null,null,null,1
276,726446177,party,very-high,4.1,m,winter,scoop,short,natural,cotton,lace,applique,null,1
277,1193747589,party,very-high,0.0,m,winter,o-neck,full,natural,null,null,feathers,null,1
278,676827184,casual,high,4.6,m,summer,sweetheart,sleevless,empire,null,null,beading,null,1
279,619996560,party,average,4.7,free,winter,o-neck,sleevless,null,polyster,null,null,null,0
280,618420156,party,very-high,4.7,l,winter,slash-neck,sleevless,empire,viscos,chiffon,beading,null,1
281,689486739,party,very-high,4.5,m,spring,v-neck,cap-sleeves,null,null,null,lace,null,1
282,751364614,party,average,4.7,free,spring,sweetheart,sleevless,empire,rayon,chiffon,beading,solid,1
283,825341937,party,high,4.8,m,summer,sweetheart,sleevless,princess,null,sattin,null,null,1
284,736813752,party,high,4.6,m,summer,slash-neck,sleevless,natural,null,chiffon,null,null,1
285,636178374,party,medium,4.7,m,winter,o-neck,sleevless,empire,cotton,chiffon,button,null,1
286,743485617,cute,average,4.4,free,spring,sweetheart,sleevless,empire,spandex,tulle,ruched,solid,1
287,933951149,party,average,5.0,m,spring,o-neck,sleevless,null,null,null,null,null,1
288,684561284,party,very-high,4.8,free,spring,sweetheart,sleevless,natural,polyster,chiffon,beading,null,1
289,616295248,party,medium,4.8,m,spring,o-neck,sleevless,natural,silk,chiffon,crystal,null,1
290,736076633,party,very-high,4.9,l,spring,slash-neck,sleevless,null,null,chiffon,flowers,null,1
291,1108073621,party,medium,0.0,free,winter,v-neck,short,empire,null,chiffon,lace,null,1
292,1053002876,work,average,5.0,free,winter,o-neck,half,null,microfiber,null,null,null,0
